,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
3542,K04386.01,CONFIRMED,18.5010898,3.179,421.1,0.719,1.62,555.0,22.4,14.7
3543,K04179.01,FALSE POSITIVE,0.569961046,1.446,44.2,0.343,1.04,2743.0,13463.04,18.9
3544,K04180.01,FALSE POSITIVE,1.121634781,1.155,71.5,0.409,0.6,1225.0,529.9,14.8
3545,K04181.01,FALSE POSITIVE,1.33256979,3.293,104.2,0.207,0.97,1692.0,1943.76,18.4
3546,K04182.01,FALSE POSITIVE,0.536650896,4.702,273.2,1.175,18.45,2163.0,5179.76,117.8
3547,K04249.01,FALSE POSITIVE,397.73699,11.76,1131.5,0.883,3.05,211.0,0.47,15.3
3548,K04250.01,FALSE POSITIVE,2.17818699,2.686,115.8,0.553,1.03,1347.0,776.45,15.4
3549,K02485.02,CONFIRMED,3.60082855,1.938,296.3,0.395,1.36,927.0,174.45,17.9
3550,K04252.01,CONFIRMED,15.5714121,2.294,173.5,0.312,0.72,399.0,5.98,13.0
3551,K02579.02,CONFIRMED,3.59645081,2.661,149.6,0.781,1.66,1327.0,732.82,16.2
3552,K04320.01,CONFIRMED,20.6579443,8.798,98.2,0.188,1.27,728.0,66.27,14.1
3553,K04321.01,FALSE POSITIVE,0.760941405,1.773,186.6,0.26,1.18,1817.0,2591.44,15.2
3554,K07669.01,FALSE POSITIVE,137.665706,3.732,536.9,0.041,15.41,720.0,63.38,11.7
3555,K04322.01,FALSE POSITIVE,370.90237,10.558,545.8,0.0566,1.97,238.0,0.76,14.7
3556,K04322.02,FALSE POSITIVE,321.55087,5.863,397.0,0.1608,1.68,250.0,0.92,8.2
3557,K04387.01,FALSE POSITIVE,1.54038914,1.683,71.8,0.043,0.84,1638.0,1701.3,9.1
3558,K04388.01,FALSE POSITIVE,71.76236302,29.435,8591.9,0.052,25.76,665.0,46.35,1134.3
3559,K02365.02,CONFIRMED,110.978266,11.312,150.2,0.074,1.86,463.0,10.84,14.0
3560,K04183.01,FALSE POSITIVE,0.952378454,3.892,43.8,0.996,1.46,2528.0,9651.76,17.4
3561,K04184.01,CONFIRMED,6.08003714,1.308,184.0,0.254,1.07,808.0,100.72,17.7
3562,K04185.01,CONFIRMED,3.035206175,0.6182,696.9,0.965,3.59,1143.0,403.53,19.1
3563,K07660.01,FALSE POSITIVE,358.96844,21.71,807.8,0.151,2.7,263.0,1.13,13.3
3564,K04186.01,FALSE POSITIVE,2.21316437,3.874,116.1,0.672,0.95,1374.0,841.98,27.9
3565,K04254.01,FALSE POSITIVE,0.530967987,1.812,26.9,0.093,1.08,4196.0,73103.16,24.1
3566,K04255.01,CONFIRMED,6.30558387,2.619,193.1,0.601,2.52,1125.0,378.9,9.5
3567,K04256.01,FALSE POSITIVE,4.2058608,7.39,182.0,0.438,1.14,1012.0,248.04,13.3
3568,K04324.01,FALSE POSITIVE,8.4803326,5.918,35.6,0.556,1.35,1390.0,882.07,11.0
3569,K04326.01,FALSE POSITIVE,0.750744255,1.7921,170.6,1.154,17.07,2074.0,4387.1,50.4
3570,K04327.01,CONFIRMED,0.991659646,2.215,77.3,0.765,1.19,2102.0,4614.18,13.5
3571,K04392.01,FALSE POSITIVE,118.609553,22.74,380.9,0.993,2.86,299.0,1.88,13.1
3572,K04394.01,FALSE POSITIVE,0.616386349,0.8136,79.4,0.226,2.94,3552.0,37463.63,21.9
3574,K04187.01,FALSE POSITIVE,7.07162308,2.587,123.0,0.331,1.42,1162.0,431.05,16.9
3575,K04188.01,CONFIRMED,6.96352699,3.192,68.1,0.09,1.4,1298.0,669.78,17.4
3576,K04189.01,CONFIRMED,64.2729088,12.136,1213.9,0.908,5.38,554.0,22.31,27.4
3577,K04190.01,CONFIRMED,3.4327371,4.001,63.2,0.703,0.75,1134.0,390.57,15.3
3578,K04191.01,FALSE POSITIVE,13.8452726,2.555,93.2,0.566,2.34,1276.0,626.93,10.4
3579,K07695.01,FALSE POSITIVE,0.687506554,1.441,130.3,0.085,8.73,4748.0,120304.4,14.4
3580,K04258.01,FALSE POSITIVE,0.566801617,2.75,24.9,0.565,0.88,3018.0,19598.53,26.4
3581,K04260.01,FALSE POSITIVE,371.63327,14.92,107.0,0.8185,1.83,316.0,2.36,15.2
3582,K04261.01,CONFIRMED,1.450889836,1.753,135.7,0.333,1.21,1700.0,1970.75,15.7
3583,K02485.03,CONFIRMED,5.72716067,2.23,310.9,0.447,1.4,794.0,93.96,16.0
3584,K04328.01,FALSE POSITIVE,407.59415,7.3,462.4,0.0274,2.11,266.0,1.18,7.7
3585,K04330.01,FALSE POSITIVE,358.101884,6.393,114.0,0.5804,0.95,242.0,0.81,12.8
3588,K04397.01,FALSE POSITIVE,0.447861451,0.8541,265.4,0.427,1.42,2263.0,6221.08,20.3
3589,K02842.03,CONFIRMED,3.036208739,0.9324,1820.5,0.111,1.4,520.0,17.31,26.0
3590,K04192.01,CONFIRMED,18.0541469,4.587,283.1,0.175,1.51,635.0,38.57,19.3
3591,K07689.01,FALSE POSITIVE,1.01530474,8.7622,16445.2,1.245,64.77,2324.0,6918.45,1823.0
3592,K04193.01,FALSE POSITIVE,94.180473,7.345,1104.4,0.955,4.17,478.0,12.34,15.6
3593,K04194.01,CONFIRMED,1.538185321,1.683,277.2,0.7,1.29,1234.0,547.92,15.2
3594,K04195.01,FALSE POSITIVE,1.332567643,4.284,56.7,0.642,0.62,1482.0,1143.87,24.0
3595,K04262.01,FALSE POSITIVE,1.089076495,2.274,43.7,0.597,0.75,2016.0,3923.24,15.3
3596,K04263.01,FALSE POSITIVE,1.662710314,1.83,85.9,0.577,2.16,2307.0,6700.6,23.8
3597,K07696.01,FALSE POSITIVE,472.071079,5.759,252.6,0.388,2.01,268.0,1.22,6.4
3598,K04265.01,FALSE POSITIVE,2.18242002,4.103,69.7,0.721,0.7,1283.0,638.12,13.8
3599,K04266.01,FALSE POSITIVE,0.503999678,0.5421,975.6,0.962,2.97,1605.0,1566.41,96.8
3600,K04332.01,FALSE POSITIVE,2.66588544,5.004,167.0,0.276,0.98,1041.0,278.03,17.2
3601,K04335.01,CONFIRMED,7.61758198,3.545,85.4,0.234,1.0,1020.0,255.32,13.4
3602,K04336.01,FALSE POSITIVE,41.477908,10.45,29.9,0.5122,1.09,849.0,122.73,9.6
3603,K04400.01,CONFIRMED,2.20923119,2.392,59.8,0.11,0.84,1507.0,1217.79,14.3
3604,K04401.01,FALSE POSITIVE,260.54832,15.52,161.6,0.378,1.35,318.0,2.43,10.2
3605,K04402.01,FALSE POSITIVE,370.47678,15.69,656.2,0.5386,2.37,252.0,0.96,11.8
3606,K04403.01,CONFIRMED,5.88350251,2.556,217.7,0.362,1.27,949.0,192.09,11.9
3607,K04196.01,FALSE POSITIVE,0.662457501,1.527,64.1,1.024,8.3,3295.0,27795.08,13.5
3608,K04197.01,FALSE POSITIVE,1.33258458,3.222,127.0,0.422,1.25,1868.0,2873.72,14.4
3609,K04199.01,CONFIRMED,0.539915033,1.1466,97.0,0.291,0.82,1871.0,2901.68,17.6
3610,K04200.01,FALSE POSITIVE,372.54353,21.83,1106.0,1.7826,74.14,226.0,0.62,11.9
3611,K04267.01,CONFIRMED,2.20829637,2.841,87.9,0.205,1.36,1709.0,2016.25,12.0
3612,K04268.01,CONFIRMED,0.849906734,1.141,124.3,0.64,0.59,1139.0,396.64,12.0
3613,K04269.01,CONFIRMED,26.6565737,4.954,163.4,0.686,4.15,903.0,157.45,18.8
3614,K04270.01,FALSE POSITIVE,373.72257,14.21,470.9,1.5922,67.13,262.0,1.11,9.6
3615,K04337.01,CONFIRMED,8.18504859,4.673,97.6,0.601,0.93,892.0,149.41,12.5
3616,K04338.01,FALSE POSITIVE,10.78438513,1.408,233.6,1.18,75.04,1397.0,900.7,15.6
3617,K02585.02,CONFIRMED,10.42317343,2.341,71.2,0.811,1.07,901.0,155.7,11.2
3618,K04339.01,FALSE POSITIVE,0.566804221,4.639,166.0,0.536,0.85,1737.0,2149.42,31.0
3619,K04340.01,FALSE POSITIVE,2.022658,3.343,135.7,0.419,1.15,1482.0,1139.1,17.4
3620,K04404.01,FALSE POSITIVE,316.57747,14.64,269.1,0.2569,1.47,255.0,1.01,10.2
3621,K04406.01,FALSE POSITIVE,0.519437968,2.129,226.2,1.172,20.48,2402.0,7822.62,25.4
3622,K04408.01,FALSE POSITIVE,1.105095798,2.624,141.7,0.295,0.89,1445.0,1025.9,17.4
3623,K04201.01,FALSE POSITIVE,245.01902,8.56,375.9,0.3471,1.98,310.0,2.17,10.1
3624,K04202.01,CONFIRMED,153.979362,9.028,792.5,0.036,2.53,330.0,2.82,16.1
3625,K07684.01,FALSE POSITIVE,10.2239787,1.814,213.5,0.439,24.43,2364.0,7383.41,6.5
3626,K02433.03,CONFIRMED,56.4148314,8.075,480.1,0.908,2.9,535.0,19.37,16.4
3627,K04203.01,FALSE POSITIVE,2.18079098,12.13,83.2,0.74,3.29,2767.0,13876.96,69.3
3628,K04204.01,CONFIRMED,20.9254083,6.783,109.0,0.201,1.26,729.0,66.95,15.5
3629,K02498.02,CONFIRMED,13.0600399,2.851,106.8,0.495,0.8,630.0,37.3,12.5
3630,K04271.01,FALSE POSITIVE,0.641069613,1.033,78.6,0.061,0.86,2196.0,5512.38,10.5
3631,K07690.01,FALSE POSITIVE,2.2430415,3.63,101.1,0.147,0.89,1344.0,770.18,8.1
3632,K04272.01,FALSE POSITIVE,1.21475168,6.93,266.1,0.461,5.5,3302.0,28091.85,7.9
3633,K04617.01,CONFIRMED,27.4784659,7.5,83.2,0.008,1.52,736.0,69.3,12.3
3634,K04618.01,FALSE POSITIVE,244.86662,10.56,289.5,0.3872,1.46,273.0,1.31,9.7
3635,K07697.01,FALSE POSITIVE,1.30627214,5.144,95.4,0.57,0.87,1490.0,1161.23,10.3
3636,K04619.01,FALSE POSITIVE,62.366706,4.32,95.4,0.1725,1.88,698.0,56.09,7.1
3637,K04620.01,FALSE POSITIVE,0.933732791,3.056,96.9,0.022,0.9,1773.0,2344.56,13.8
3638,K04621.01,FALSE POSITIVE,53.106597,2.914,82.4,0.5182,2.2,860.0,129.19,7.3
3639,K04690.01,FALSE POSITIVE,360.15417,12.806,790.6,0.2583,2.99,270.0,1.25,11.1
3640,K04692.01,FALSE POSITIVE,1.42856815,2.132,59.5,0.3097,0.64,1547.0,1352.91,11.8
3641,K00806.04,FALSE POSITIVE,381.850599,4.772,1702.0,0.4148,3.59,222.0,0.58,13.8
3642,K03194.01,FALSE POSITIVE,10.81315417,1.275,80.3,0.804,1.46,1045.0,281.84,16.6
3643,K04479.01,FALSE POSITIVE,359.08368,15.67,618.7,1.262,29.15,268.0,1.23,10.8
3644,K04481.01,FALSE POSITIVE,3.74784374,3.658,116.5,0.093,1.08,1226.0,534.57,12.8
3645,K04483.01,FALSE POSITIVE,1.71028117,2.61,111.6,0.372,0.91,1454.0,1055.42,13.8
3646,K04550.01,CONFIRMED,140.251943,6.576,567.7,0.323,1.84,271.0,1.28,11.9
3647,K07691.01,FALSE POSITIVE,0.570828503,0.915,174.4,0.609,0.54,986.0,222.55,13.9
3648,K04552.01,FALSE POSITIVE,134.4665,5.27,1032.0,0.2848,2.48,280.0,1.45,6.7
3649,K04553.01,FALSE POSITIVE,0.909314811,2.2053,40.5,0.722,0.99,2503.0,9311.68,30.2
3650,K04622.01,CONFIRMED,207.24785,6.159,809.2,0.21,1.56,189.0,0.3,13.2
3651,K04623.01,FALSE POSITIVE,186.55347,13.57,334.5,0.2803,1.86,341.0,3.18,11.0
3652,K03179.01,CONFIRMED,5.99078221,1.699,69.9,0.944,1.03,987.0,223.93,8.6
3653,K04624.01,FALSE POSITIVE,14.0801852,3.402,90.7,0.308,1.04,798.0,95.62,6.9
3654,K04625.01,CONFIRMED,2.440839436,0.968,509.5,1.253,21.29,986.0,223.8,14.4
3655,K04693.01,CONFIRMED,23.6223571,6.852,57.0,0.369,1.07,797.0,95.35,11.4
3656,K04695.01,FALSE POSITIVE,3.28931936,1.921,166.0,1.422,50.51,1364.0,818.01,11.1
3657,K04696.01,FALSE POSITIVE,1.08195208,4.807,33.6,0.257,0.47,1526.0,1275.68,12.4
3658,K04697.01,FALSE POSITIVE,0.512583041,1.498,114.3,0.116,1.07,2363.0,7320.09,17.1
3659,K04484.01,CONFIRMED,2.29794819,2.84,83.2,0.108,0.98,1547.0,1352.14,12.2
3660,K04485.01,FALSE POSITIVE,368.11581,13.52,476.2,0.0125,2.11,263.0,1.12,11.2
3661,K04486.01,FALSE POSITIVE,368.52466,11.9,680.3,0.5045,3.05,288.0,1.62,14.0
3662,K03158.02,CONFIRMED,4.54586982,1.756,76.5,0.563,0.65,868.0,134.21,24.4
3663,K03164.01,FALSE POSITIVE,0.542498653,4.257,54.9,0.3422,2.25,5157.0,167191.11,19.8
3664,K04556.01,FALSE POSITIVE,21.5819776,13.734,47.6,0.036,0.91,746.0,73.01,17.3
3665,K04628.01,FALSE POSITIVE,3.08723626,2.615,101.9,0.2516,1.2,1451.0,1046.77,12.1
3666,K04629.01,FALSE POSITIVE,0.592562969,3.0869,1546.4,1.252,25.97,1967.0,3520.7,100.4
3667,K04701.01,FALSE POSITIVE,31.97181,12.277,117.4,0.532,0.95,521.0,17.43,11.1
3668,K04702.01,FALSE POSITIVE,5.81289843,3.979,76.3,0.499,0.93,1102.0,348.61,9.5
3669,K04488.01,FALSE POSITIVE,6.44173995,1.635,107.7,0.3252,1.41,1175.0,451.14,10.5
3670,K04489.01,FALSE POSITIVE,0.631106722,0.9942,49.2,0.194,0.63,1945.0,3367.19,17.6
3671,K04490.01,FALSE POSITIVE,176.17377,14.58,349.9,0.2545,1.76,323.0,2.57,8.2
3672,K04491.01,CONFIRMED,114.336052,14.077,239.8,0.529,2.09,429.0,8.02,13.0
3673,K04492.01,FALSE POSITIVE,0.63938062,1.2067,308.0,1.377,51.53,2566.0,10289.98,97.5
3674,K04559.01,FALSE POSITIVE,0.566801045,1.7499,188.3,0.628,1.42,2348.0,7209.06,34.9
3675,K04560.01,FALSE POSITIVE,0.992799002,3.4878,1653.0,1.3295,40.12,1933.0,3302.31,97.8
3676,K04561.01,CONFIRMED,1.5184181,2.842,196.8,0.561,1.85,1926.0,3261.65,15.9
3677,K04562.01,FALSE POSITIVE,0.96807117,1.677,104.8,0.53,0.72,1487.0,1157.58,15.4
3678,K04631.01,FALSE POSITIVE,3.55661906,5.396,23.3,0.384,0.72,1518.0,1254.47,11.4
3679,K07692.01,FALSE POSITIVE,0.56256804,1.686,4.5,0.692,0.63,5127.0,164220.08,11.8
3680,K03182.01,FALSE POSITIVE,8.79991878,41.564,869.1,1.6053,224.56,1979.0,3624.62,236.1
3681,K04703.01,FALSE POSITIVE,349.03703,4.76,777.0,0.1215,2.27,231.0,0.67,11.6
3682,K04704.01,FALSE POSITIVE,177.8135,9.76,417.7,0.2043,1.83,310.0,2.17,8.8
3683,K04706.01,CONFIRMED,101.952048,5.991,152.5,0.084,1.31,428.0,7.92,10.3
3684,K04493.01,FALSE POSITIVE,2.41795911,2.727,100.5,0.145,0.53,878.0,140.54,10.1
3685,K04494.01,FALSE POSITIVE,183.854867,14.996,520.6,0.4202,2.4,345.0,3.36,10.8
3686,K00701.05,CONFIRMED,12.4418003,3.572,78.4,0.043,0.57,576.0,26.03,11.4
3687,K04564.01,FALSE POSITIVE,293.60581,11.07,165.3,0.0927,1.37,295.0,1.79,8.4
3688,K04565.01,FALSE POSITIVE,2.78801663,17.354,14.0,0.796,0.91,2287.0,6451.74,21.8
3689,K04566.01,CONFIRMED,3.94660745,2.705,309.4,0.278,1.4,981.0,218.91,12.7
3690,K04635.01,FALSE POSITIVE,4.99473798,3.05,99.5,0.46,0.82,917.0,167.06,17.5
3691,K04638.01,FALSE POSITIVE,368.48518,11.26,301.8,0.5758,1.98,283.0,1.52,13.7
3692,K04639.01,FALSE POSITIVE,169.894419,2.525,178.7,0.3241,2.66,492.0,13.85,6.3
3693,K04707.01,FALSE POSITIVE,26.190289,2.148,51.8,0.109,1.05,793.0,93.35,9.3
3694,K04708.01,FALSE POSITIVE,203.511886,3.671,167.1,0.3979,2.07,442.0,9.02,9.3
3695,K03158.03,CONFIRMED,6.18943952,2.3316,83.2,0.334,0.65,783.0,88.79,26.8
3696,K04500.01,CONFIRMED,8.70179611,3.048,304.1,0.045,1.37,750.0,74.58,11.8
3697,K04568.01,FALSE POSITIVE,0.933747395,4.798,30.9,0.541,1.24,2596.0,10738.05,26.7
3698,K07682.01,FALSE POSITIVE,58.873429,17.487,226471.0,0.0,76.18,679.0,50.35,106.8
3699,K04569.01,FALSE POSITIVE,14.1166583,9.12,449.3,1.9614,238.66,1205.0,497.8,5.9
3700,K04571.01,CONFIRMED,47.3128645,11.444,217.4,0.967,3.71,658.0,44.26,17.6
3701,K04639.02,FALSE POSITIVE,29.6990126,1.849,93.3,0.3636,1.93,880.0,141.6,7.4
3702,K04640.01,CONFIRMED,6.1082945,3.493,61.1,0.63,1.06,1267.0,608.39,10.8
3703,K04641.01,FALSE POSITIVE,119.72007,9.48,115.6,0.025,1.26,410.0,6.67,9.0
3704,K04642.01,FALSE POSITIVE,1.27839331,6.343,19.5,0.201,0.86,2853.0,15656.19,15.2
3705,K03184.01,CONFIRMED,7.545922037,4.0329,22.2,0.625,0.68,1084.0,326.67,13.4
3706,K04722.01,FALSE POSITIVE,0.58675746,1.508,143.8,1.183,19.91,2157.0,5080.59,18.4
3707,K04723.01,FALSE POSITIVE,373.74856,28.18,797.8,0.9735,4.45,287.0,1.59,12.6
3708,K04724.01,FALSE POSITIVE,20.8822079,4.556,1107.0,0.1364,3.63,661.0,45.17,11.0
3709,K04725.01,CONFIRMED,7.28171395,1.723,111.6,0.956,2.59,1086.0,329.68,14.4
3710,K04726.01,FALSE POSITIVE,8.0386699,3.549,142.0,0.399,1.18,926.0,173.92,11.6
3711,K04500.02,CONFIRMED,44.9851885,4.164,617.8,0.664,2.09,433.0,8.34,12.7
3712,K04501.01,FALSE POSITIVE,6.67410577,3.645,160.9,0.927,1.62,1022.0,257.38,12.6
3713,K04502.01,FALSE POSITIVE,374.92478,18.05,610.0,0.348,1.67,171.0,0.2,6.0
3714,K04572.01,FALSE POSITIVE,4.60690612,4.176,137.5,0.203,0.9,950.0,192.38,13.3
3715,K04573.01,FALSE POSITIVE,1.50178705,2.936,86.7,0.359,0.93,1617.0,1619.24,13.4
3716,K03167.01,FALSE POSITIVE,0.499664962,1.6123,34.3,0.28,0.5,2056.0,4230.98,31.6
3717,K04574.01,FALSE POSITIVE,17.4453935,6.39,501.7,1.254,32.01,770.0,83.11,16.4
3718,K04645.01,FALSE POSITIVE,1.4725859,2.953,84.4,0.377,0.93,1662.0,1801.98,13.3
3719,K04646.01,FALSE POSITIVE,2.97607935,4.606,130.4,0.7955,1.1,1144.0,404.28,14.1
3720,K04712.01,FALSE POSITIVE,1.44438449,2.704,75.4,0.466,1.08,1980.0,3622.28,10.8
3721,K03158.04,CONFIRMED,7.74347801,2.7878,77.8,0.018,0.62,727.0,65.88,24.4
3722,K04506.01,CONFIRMED,5.60473115,2.885,210.0,0.221,1.11,866.0,132.98,11.9
3723,K04507.01,FALSE POSITIVE,132.778041,5.624,9036.0,0.735,10.38,357.0,3.83,10.6
3724,K04576.01,FALSE POSITIVE,184.568,13.09,409.9,0.2544,1.53,282.0,1.5,10.2
3725,K04578.01,FALSE POSITIVE,2.48882685,3.487,80.2,0.711,1.05,1477.0,1124.85,14.2
3726,K04579.01,FALSE POSITIVE,367.19796,15.92,146.1,0.0858,1.08,253.0,0.96,10.7
3727,K04648.01,FALSE POSITIVE,17.6604653,2.837,309.2,0.689,1.76,690.0,53.57,11.3
3728,K04650.01,FALSE POSITIVE,1.69999106,3.289,95.6,0.388,0.55,934.0,180.38,10.6
3729,K04652.01,FALSE POSITIVE,4.2059745,8.006,41.2,0.115,0.75,1263.0,601.3,7.7
3730,K04718.01,FALSE POSITIVE,0.566803216,3.325,20.2,0.424,0.54,2642.0,11526.75,15.5
3731,K04719.01,FALSE POSITIVE,365.13981,4.46,531.0,0.0901,1.86,228.0,0.64,7.9
3732,K04720.01,FALSE POSITIVE,37.809539,7.547,487.4,0.03,1.79,483.0,12.89,9.7
3733,K04721.01,FALSE POSITIVE,381.18654,9.73,985.0,0.4109,2.29,193.0,0.33,9.0
3734,K04510.01,CONFIRMED,5.17624997,5.261,78.7,0.097,1.31,1243.0,565.42,13.4
3735,K04511.01,FALSE POSITIVE,370.62071,12.58,344.3,0.1419,2.12,295.0,1.78,10.5
3736,K04512.01,FALSE POSITIVE,0.589458602,0.8278,158.4,0.086,0.98,1848.0,2736.51,17.3
3737,K04513.01,CONFIRMED,3.91794676,2.549,116.5,0.337,0.94,1030.0,266.81,13.5
3738,K04584.01,FALSE POSITIVE,0.614701901,0.947,131.6,0.2344,0.82,1656.0,1779.79,11.2
3739,K03185.01,FALSE POSITIVE,0.934181579,3.943,12.1,0.62,0.79,3268.0,26937.31,19.8
3740,K04654.01,FALSE POSITIVE,379.65261,19.04,82.3,0.1971,1.2,330.0,2.8,8.0
3741,K04727.01,FALSE POSITIVE,1.215181097,1.295,39.7,0.1356,0.87,2230.0,5844.41,11.8
3742,K04728.01,FALSE POSITIVE,21.5324915,4.156,100.5,0.5366,1.47,876.0,139.32,12.1
3743,K04729.01,FALSE POSITIVE,3.74779583,3.157,88.5,0.39,1.06,1324.0,725.94,14.4
3744,K04731.01,FALSE POSITIVE,0.91842238,5.664,162.9,1.186,16.07,1525.0,1280.4,12.9
3745,K04514.01,FALSE POSITIVE,373.43233,16.5,166.7,0.0802,1.48,290.0,1.66,12.9
3746,K03158.05,CONFIRMED,9.74048508,1.6993,121.4,0.89,0.95,673.0,48.52,25.8
3747,K04515.01,FALSE POSITIVE,397.73781,13.08,460.8,0.1656,2.2,264.0,1.16,8.8
3748,K04516.01,FALSE POSITIVE,5.35745121,2.592,78.2,0.119,1.65,1457.0,1065.83,16.4
3749,K04517.01,FALSE POSITIVE,2.16132662,4.487,112.2,0.778,0.5,687.0,52.58,25.3
3750,K04585.01,CONFIRMED,6.76289308,6.204,50.9,0.553,1.21,1337.0,754.37,14.6
3751,K04589.01,FALSE POSITIVE,1.09844642,1.528,45.0,0.727,1.73,2921.0,17139.77,15.1
3752,K07675.01,FALSE POSITIVE,25.94947,15.7,238.3,0.678,1.22,508.0,15.74,8.2
3753,K04658.01,FALSE POSITIVE,1.8789138,4.279,30.2,0.536,1.9,3330.0,29112.69,17.8
3754,K04659.01,CONFIRMED,41.8681996,5.783,150.7,0.923,1.25,492.0,13.89,12.5
3755,K04660.01,FALSE POSITIVE,0.514771509,1.256,43.4,0.222,0.57,2113.0,4749.21,12.0
3756,K04661.01,CONFIRMED,8.61742738,2.713,154.9,0.059,1.01,733.0,68.28,11.3
3757,K04448.01,FALSE POSITIVE,35.945188,8.23,72.6,0.1278,1.5,789.0,91.51,4.1
3758,K04449.01,FALSE POSITIVE,5.00749378,2.898,56.6,0.206,1.68,1499.0,1192.26,14.7
3759,K04450.01,CONFIRMED,196.436796,8.556,631.9,0.019,2.33,292.0,1.72,14.4
3760,K04518.01,FALSE POSITIVE,0.566810643,3.471,45.6,0.315,0.52,1976.0,3605.07,17.2
3761,K04521.01,FALSE POSITIVE,262.477098,5.816,1016.0,0.0753,1.92,178.0,0.24,9.7
3762,K04522.01,FALSE POSITIVE,2.21030572,2.492,92.0,0.233,1.06,1572.0,1440.34,11.4
3763,K07694.01,FALSE POSITIVE,5.99321872,3.92,203.2,0.02,1.23,952.0,194.41,9.5
3764,K04592.01,FALSE POSITIVE,0.70544189,1.772,133.5,0.328,1.04,1960.0,3481.65,13.9
3765,K04593.01,FALSE POSITIVE,0.981399749,0.5051,158.3,0.408,1.21,1820.0,2602.14,16.2
3766,K04662.01,FALSE POSITIVE,0.933728755,4.363,13.5,0.645,0.72,2777.0,14057.75,17.9
3767,K03188.01,FALSE POSITIVE,12.607591424,29.1267,79.5,0.996,1.61,809.0,101.31,41.6
3768,K04664.01,FALSE POSITIVE,0.734573766,1.295,68.4,0.044,0.86,2061.0,4270.04,11.4
3769,K04665.01,FALSE POSITIVE,289.86046,11.103,234.5,0.3711,1.5,279.0,1.43,10.3
3770,K04453.01,FALSE POSITIVE,357.13089,13.04,330.5,0.1365,1.62,246.0,0.87,11.8
3771,K04454.01,FALSE POSITIVE,370.50684,12.132,418.6,0.0647,2.06,277.0,1.39,8.8
3772,K04455.01,FALSE POSITIVE,1.332580225,2.057,46.3,0.519,2.18,3111.0,22103.67,16.4
3773,K04524.01,CONFIRMED,7.99144696,3.639,145.0,0.94,1.53,901.0,155.95,12.8
3774,K03159.01,FALSE POSITIVE,2.9039446,10.542,13.1,0.686,1.17,2637.0,11446.75,32.0
3775,K07686.01,FALSE POSITIVE,68.538296,3.627,1087.0,0.002,25.77,1031.0,267.17,11.3
3776,K04525.01,FALSE POSITIVE,369.7985,12.564,1106.4,0.1382,2.53,225.0,0.61,11.1
3777,K03172.02,FALSE POSITIVE,6.5588346,3.034,41.2,0.7173,0.7,973.0,211.64,8.1
3778,K04594.01,FALSE POSITIVE,0.643007769,0.69,68.1,0.012,0.35,1070.0,311.13,10.3
3779,K04596.01,FALSE POSITIVE,1.061937837,2.31,52.0,0.125,0.68,1757.0,2252.16,16.3
3780,K04668.01,FALSE POSITIVE,15.07277287,0.7794,345.0,0.891,1.73,635.0,38.57,13.0
3781,K04669.01,FALSE POSITIVE,1.71659304,1.154,138.0,0.1534,1.17,1607.0,1577.89,9.5
3782,K04458.01,FALSE POSITIVE,358.818895,2.503,666.1,0.825,2.66,262.0,1.11,11.5
3783,K04459.01,FALSE POSITIVE,181.3537,16.19,455.0,0.5983,2.11,317.0,2.39,11.7
3784,K04461.01,FALSE POSITIVE,3.74786694,3.632,80.9,0.49,0.89,1176.0,451.72,19.1
3785,K07683.01,FALSE POSITIVE,0.913244995,0.4931,47.8,0.286,0.77,1967.0,3541.46,10.2
3786,K04527.01,FALSE POSITIVE,2.97599368,4.023,55.0,0.243,0.79,1395.0,894.1,13.0
3787,K04529.01,FALSE POSITIVE,0.584148495,1.6192,66.2,0.584,0.87,2130.0,4882.9,21.9
3788,K04598.01,FALSE POSITIVE,0.824180121,2.839,208.1,1.171,17.8,1912.0,3155.32,39.7
3789,K04599.01,FALSE POSITIVE,0.579770948,1.0377,467.9,0.946,2.4,1953.0,3425.06,44.3
3790,K04600.01,FALSE POSITIVE,0.92225589,4.227,33.0,0.992,1.29,2206.0,5614.19,7.1
3791,K04671.01,FALSE POSITIVE,0.75499096,2.485,215.8,0.322,1.39,1949.0,3403.34,9.9
3792,K04672.01,FALSE POSITIVE,353.40191,6.681,948.0,0.4702,2.35,202.0,0.39,9.1
3793,K04673.01,FALSE POSITIVE,1.428596987,2.1401,50.0,0.7017,1.62,2637.0,11425.1,26.1
3794,K04465.01,FALSE POSITIVE,2.21701025,2.148,29.4,0.0662,1.16,2371.0,7467.21,11.7
3795,K07677.01,FALSE POSITIVE,43.0759115,90.95,3452.0,1.256,213.46,1032.0,268.5,323.1
3796,K04531.01,FALSE POSITIVE,372.62637,18.52,542.0,0.5353,2.38,258.0,1.05,11.9
3797,K04532.01,FALSE POSITIVE,1.02087831,2.429,33.4,0.148,0.64,1903.0,3115.14,9.9
3798,K04533.01,FALSE POSITIVE,1.26132769,1.244,109.7,0.289,0.14,447.0,9.46,9.9
3799,K03161.01,FALSE POSITIVE,6.09406648,2.085,3027.0,1.235,54.54,1417.0,953.63,19.0
3800,K04534.01,FALSE POSITIVE,1.1578141,3.253,54.8,0.564,1.24,2133.0,4895.77,27.8
