,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
2576,K02985.01,FALSE POSITIVE,0.575884418,2.0734,272.2,1.258,31.17,2397.0,7790.32,43.2
2577,K02986.01,FALSE POSITIVE,0.562555067,1.7402,198.3,0.527,1.21,2046.0,4128.4,21.7
2578,K02987.01,FALSE POSITIVE,0.993703494,0.7645,67.4,0.436,2.32,3257.0,26588.4,14.5
2579,K02989.01,CONFIRMED,6.33125228,2.688,306.6,0.094,1.31,822.0,108.04,16.2
2580,K03066.01,CONFIRMED,24.2204192,3.271,806.3,0.032,2.1,505.0,15.43,14.0
2581,K03067.01,FALSE POSITIVE,30.9597053,5.42,410.7,1.191,16.63,438.0,8.67,13.7
2582,K00284.02,CONFIRMED,6.41491277,3.3629,121.0,0.869,1.4,1069.0,309.12,51.1
2583,K01175.03,FALSE POSITIVE,93.881556,20.644,188.7,0.008,2.02,479.0,12.42,23.7
2584,K00290.01,FALSE POSITIVE,2.683395376,1.8592,234.7,0.763,2.55,1860.0,2833.83,52.9
2585,K00291.01,CONFIRMED,31.51779463,7.634,357.6,0.561,2.72,663.0,45.68,63.2
2586,K00291.02,CONFIRMED,8.12999858,2.1492,148.0,0.896,2.04,1041.0,277.89,26.1
2587,K00044.01,FALSE POSITIVE,66.46746217,19.6638,12643.7,0.116,11.97,466.0,11.18,1049.3
2588,K00292.01,CONFIRMED,2.586639524,2.253,217.7,0.349,1.44,1328.0,735.48,77.3
2589,K00347.01,FALSE POSITIVE,2.671942657,1.9119,15942.0,0.982,22.36,1458.0,1069.47,97.5
2590,K00348.01,CONFIRMED,28.51117639,4.5941,1844.6,0.77,3.27,423.0,7.55,145.5
2591,K00349.01,CONFIRMED,14.38682567,2.1417,569.6,0.021,2.54,776.0,85.46,61.7
2592,K00351.01,CONFIRMED,331.5972732,14.404,8322.1,0.02,10.89,294.0,1.76,355.0
2593,K02990.01,CONFIRMED,11.20058855,4.562,219.9,0.956,1.7,808.0,100.91,19.2
2594,K02991.01,FALSE POSITIVE,1.50179931,3.275,100.1,0.256,0.72,1229.0,540.71,19.1
2595,K00042.01,CONFIRMED,17.83367834,4.5112,326.9,0.013,2.43,866.0,132.94,154.5
2596,K00281.01,CONFIRMED,19.55662003,8.087,298.9,0.606,2.45,797.0,95.35,111.0
2597,K02994.01,CONFIRMED,2.03387483,3.097,73.6,0.238,1.6,1789.0,2422.92,15.7
2598,K03070.01,FALSE POSITIVE,5.07538255,1.7,163.1,0.919,1.74,1154.0,419.23,16.0
2599,K03071.01,CONFIRMED,23.9553986,3.204,228.7,0.669,2.84,741.0,71.16,13.9
2600,K03074.01,FALSE POSITIVE,1.02425556,2.6439,1631.7,1.312,29.83,1503.0,1211.99,40.6
2601,K00293.01,FALSE POSITIVE,4.63958598,2.768,83.4,0.014,1.52,1587.0,1496.31,28.1
2602,K00294.01,CONFIRMED,34.4359387,5.82,424.5,0.017,2.78,652.0,42.68,52.6
2603,K00295.01,CONFIRMED,5.317440164,2.9331,292.5,0.72,1.94,1105.0,351.52,80.9
2604,K00295.02,CONFIRMED,10.10575764,2.0138,116.8,0.828,1.28,892.0,149.4,19.9
2605,K00296.01,CONFIRMED,28.86236571,5.4033,449.2,0.778,2.53,623.0,35.56,64.4
2606,K00351.02,CONFIRMED,210.6013843,11.9922,4159.3,0.002,7.7,342.0,3.22,232.4
2607,K00351.03,CONFIRMED,59.7371443,8.0006,566.4,0.005,2.84,520.0,17.26,43.5
2608,K00053.01,FALSE POSITIVE,3.388887193,2.4475,11267.8,0.387,10.72,1212.0,511.3,162.9
2609,K00352.01,CONFIRMED,27.08239734,5.0119,423.2,0.915,3.25,703.0,57.77,40.9
2610,K00353.02,CONFIRMED,30.6528935,4.99,269.7,0.682,2.86,780.0,87.69,17.4
2611,K03646.02,FALSE POSITIVE,0.512869432,4.015,2313.0,1.263,31.12,2185.0,5384.53,133.9
2612,K02995.01,CONFIRMED,5.19492747,3.167,272.9,0.093,2.03,1238.0,554.37,16.5
2613,K02996.01,CONFIRMED,15.9314412,2.435,556.7,0.604,1.77,596.0,29.83,14.8
2614,K02997.01,FALSE POSITIVE,1.33251589,4.216,140.5,0.53,1.3,1747.0,2207.85,22.2
2615,K02998.01,CONFIRMED,28.227413,5.782,1113.4,0.025,2.82,565.0,24.03,25.3
2616,K02999.01,FALSE POSITIVE,0.545544979,1.954,92.6,0.604,0.93,2240.0,5913.74,24.8
2617,K01232.02,FALSE POSITIVE,419.97507836,12.1687,275.1,0.68,1.53,215.0,0.51,5.9
2618,K03075.01,CONFIRMED,4.76559056,2.2,67.5,0.14,0.92,1167.0,439.42,15.2
2619,K03078.01,CONFIRMED,2.98618134,2.969,122.9,0.249,1.16,1356.0,798.35,12.0
2620,K03081.01,FALSE POSITIVE,25.9200092,5.609,331.4,0.054,1.28,515.0,16.59,10.9
2621,K00284.03,CONFIRMED,6.17817366,3.2601,101.9,0.775,1.22,1082.0,324.69,43.5
2622,K03082.01,FALSE POSITIVE,2.04516705,3.625,154.8,0.74,2.9,2945.0,17791.98,16.5
2623,K00297.01,CONFIRMED,5.65178922,3.0933,134.1,0.906,2.03,1248.0,574.71,39.5
2624,K00298.01,CONFIRMED,19.96367208,2.6403,270.9,0.846,1.5,564.0,23.88,36.3
2625,K00299.01,CONFIRMED,1.541676547,1.9118,296.5,0.362,1.88,1592.0,1517.84,94.1
2626,K00045.01,FALSE POSITIVE,6.397185875,5.8638,18887.0,0.755,15.02,981.0,218.59,394.7
2627,K00300.01,FALSE POSITIVE,2.976020742,3.73,114.9,0.721,2.07,1740.0,2169.16,60.6
2628,K00354.01,CONFIRMED,15.95995611,4.3149,523.2,0.526,2.27,721.0,63.95,70.9
2629,K00354.02,CONFIRMED,7.37867551,3.349,125.1,0.513,1.11,933.0,178.68,22.3
2630,K00355.01,CONFIRMED,4.903321801,2.8887,334.5,0.016,2.37,1247.0,570.65,84.5
2631,K00356.01,CONFIRMED,1.82708193,1.96401,1164.7,0.033,5.95,1877.0,2925.17,273.7
2632,K00358.01,FALSE POSITIVE,22.845241036,5.3007,45676.5,0.617,30.35,762.0,79.78,3845.4
2633,K03000.01,FALSE POSITIVE,18.3980827,4.438,145.0,0.587,1.26,686.0,52.31,17.2
2634,K03002.01,CONFIRMED,11.62904159,2.97,88.0,0.925,1.31,854.0,125.89,13.7
2635,K03003.01,FALSE POSITIVE,13.6550963,4.117,196.3,0.235,1.35,780.0,87.46,14.6
2636,K00282.01,CONFIRMED,27.50871575,5.9291,639.2,0.577,2.98,663.0,45.66,190.3
2637,K03004.01,CONFIRMED,20.0708757,6.354,405.7,0.643,3.2,826.0,110.19,12.8
2638,K01236.04,CONFIRMED,98.353149,24.708,423.0,0.906,4.13,552.0,21.96,30.5
2639,K03084.01,FALSE POSITIVE,1.540411479,1.703,107.1,0.781,0.92,1446.0,1029.25,12.1
2640,K03085.01,FALSE POSITIVE,3.74785358,3.713,98.2,0.468,0.89,1093.0,337.14,18.8
2641,K00520.03,CONFIRMED,25.75274977,2.7678,738.9,0.516,2.27,501.0,14.88,36.7
2642,K00521.01,CONFIRMED,10.161023528,3.1627,1653.9,0.716,4.62,904.0,157.97,111.1
2643,K00523.01,CONFIRMED,49.41121127,5.278,3184.0,0.885,6.77,497.0,14.48,125.4
2644,K00523.02,CONFIRMED,36.8567758,7.495,714.1,0.05,2.68,549.0,21.4,43.8
2645,K02964.02,FALSE POSITIVE,35.080928,6.92,100.7,0.712,1.21,610.0,32.63,7.6
2646,K00574.02,CONFIRMED,10.39986173,3.377,275.3,0.757,1.5,678.0,49.86,22.8
2647,K00090.01,FALSE POSITIVE,0.828206212,1.737,132.3,0.615,3.88,3274.0,27125.5,68.1
2648,K00575.01,CONFIRMED,24.31574009,4.1344,643.3,0.653,2.8,683.0,51.53,42.5
2649,K00576.01,FALSE POSITIVE,199.443024,7.409,4036.0,0.932,9.3,332.0,2.86,55.1
2650,K00577.01,CONFIRMED,39.6766071,5.04,611.2,0.639,2.29,473.0,11.85,24.9
2651,K04260.03,FALSE POSITIVE,358.66044,16.732,133.8,0.062,1.62,304.0,2.02,15.6
2652,K00421.01,CONFIRMED,4.454194254,2.3061,16041.5,0.479,11.76,1017.0,252.22,1022.2
2653,K00423.01,CONFIRMED,21.0871953,5.92691,8894.7,0.065,14.43,873.0,137.06,556.2
2654,K00424.01,FALSE POSITIVE,1.575631524,2.59202,25626.6,1.065,28.66,1577.0,1464.43,465.4
2655,K00070.04,CONFIRMED,6.09855603,2.9815,84.4,0.21,0.84,927.0,174.3,24.8
2656,K01278.05,FALSE POSITIVE,203.250506,9.81,238.9,0.336,1.35,292.0,1.71,7.0
2657,K00477.01,CONFIRMED,16.54295261,3.8516,726.0,0.329,2.31,611.0,32.94,36.1
2658,K00478.01,CONFIRMED,11.023474798,1.4814,1795.5,0.724,2.46,429.0,8.04,77.2
2659,K00479.01,CONFIRMED,34.18884323,5.3278,1063.2,0.065,2.97,526.0,18.05,83.9
2660,K00480.01,CONFIRMED,4.30165843,2.1055,739.4,0.547,2.42,1009.0,244.48,88.3
2661,K00481.01,CONFIRMED,7.650243513,2.752,981.4,0.014,2.3,772.0,83.86,98.8
2662,K00524.01,CONFIRMED,4.592393816,2.2748,1027.7,0.02,2.51,924.0,172.6,105.9
2663,K00085.01,CONFIRMED,5.859935955,4.0185,322.8,0.049,2.56,1246.0,569.5,186.7
2664,K00526.01,CONFIRMED,2.104721971,1.7547,905.5,0.001,2.89,1365.0,821.44,153.3
2665,K00527.01,FALSE POSITIVE,10.63624422,5.055,231.7,0.978,1.58,756.0,77.02,24.7
2666,K00578.01,CONFIRMED,6.412512953,5.2677,1156.4,0.553,3.89,1069.0,308.76,183.1
2667,K00579.01,CONFIRMED,2.019997006,1.8073,332.8,0.502,1.46,1166.0,437.85,52.1
2668,K00579.02,CONFIRMED,3.763041531,1.6011,354.5,0.76,1.63,948.0,190.67,37.9
2669,K00580.01,CONFIRMED,6.521209629,2.7975,760.4,0.514,2.54,932.0,178.27,69.8
2670,K00581.01,CONFIRMED,6.996926239,2.7374,1317.4,0.022,3.21,888.0,147.07,101.6
2671,K00425.01,FALSE POSITIVE,5.428344915,1.8931,13756.0,0.911,14.88,1033.0,269.19,140.2
2672,K00427.01,CONFIRMED,24.61480613,2.6602,1798.0,0.435,4.2,586.0,27.93,68.4
2673,K00427.02,CONFIRMED,42.949522,5.4154,959.1,0.013,2.98,487.0,13.29,40.7
2674,K00427.03,CONFIRMED,117.033521,6.822,770.4,0.188,2.68,349.0,3.49,21.9
2675,K01289.02,FALSE POSITIVE,386.39833,8.519,748.0,0.287,2.2,214.0,0.49,4.9
2676,K00481.02,CONFIRMED,1.55400389,1.7664,465.8,0.016,1.59,1313.0,704.5,82.1
2677,K00481.03,CONFIRMED,34.25951418,4.7743,1072.5,0.008,2.41,468.0,11.36,66.1
2678,K00081.01,FALSE POSITIVE,23.8761144,9.3113,1611.7,0.014,10.45,1481.0,1135.6,225.5
2679,K00482.01,FALSE POSITIVE,4.99270186,3.1008,557.4,1.232,26.6,1051.0,288.29,42.3
2680,K00483.01,CONFIRMED,4.79860021,3.0384,817.4,0.594,2.51,978.0,216.54,88.1
2681,K00255.03,FALSE POSITIVE,7.7333361,2.807,126.9,0.084,0.57,479.0,12.41,9.3
2682,K00528.01,CONFIRMED,9.57665962,3.3603,746.8,0.043,2.88,846.0,121.26,82.6
2683,K00528.02,CONFIRMED,96.6781852,5.6957,951.3,0.336,3.29,392.0,5.55,44.7
2684,K00528.03,CONFIRMED,20.55280311,2.2013,727.3,0.568,2.99,656.0,43.8,42.4
2685,K00529.01,FALSE POSITIVE,2.023123903,1.1829,1288.9,0.026,2.87,1266.0,608.26,76.0
2686,K00530.01,CONFIRMED,10.94026745,2.3494,538.6,0.595,2.08,764.0,80.52,30.6
2687,K03138.02,CONFIRMED,19.5352551,1.013,1732.0,0.702,0.53,161.0,0.16,5.9
2688,K00581.02,CONFIRMED,151.863949,8.577,747.0,0.016,2.41,318.0,2.43,22.5
2689,K00582.01,CONFIRMED,5.945043548,2.7004,800.2,0.763,2.69,857.0,127.64,67.6
2690,K00092.01,CONFIRMED,65.7045275,3.3104,636.1,0.663,2.78,472.0,11.72,70.4
2691,K00582.02,CONFIRMED,17.73842886,3.0049,605.5,0.845,2.47,596.0,29.74,29.8
2692,K00582.03,CONFIRMED,9.93962361,3.432,300.1,0.934,1.93,722.0,64.29,21.5
2693,K00428.01,CONFIRMED,6.8731664,6.8569,3753.8,0.055,13.44,1482.0,1140.56,535.5
2694,K00429.01,CONFIRMED,8.600099313,4.0077,2791.6,0.048,4.17,760.0,78.72,209.2
2695,K00430.01,CONFIRMED,12.37646897,2.7075,1709.0,0.468,2.53,483.0,12.87,81.2
2696,K01353.03,CONFIRMED,330.071558,4.295,616.7,0.681,2.94,286.0,1.58,10.6
2697,K00431.01,CONFIRMED,18.87022157,3.1404,1096.6,0.013,2.82,621.0,35.13,72.7
2698,K00070.05,CONFIRMED,19.5776073,3.382,98.1,0.049,0.9,628.0,36.82,17.2
2699,K00484.01,CONFIRMED,17.20522898,3.6688,1080.6,0.012,2.22,553.0,22.05,75.7
2700,K00485.01,FALSE POSITIVE,17.90766147,5.396,1089.3,0.978,4.89,731.0,67.59,78.4
2701,K00486.01,CONFIRMED,22.18332255,5.1364,748.1,0.024,2.78,646.0,41.24,70.3
2702,K02342.02,FALSE POSITIVE,354.78194,6.46,193.0,1.17,30.53,325.0,2.62,7.7
2703,K00487.01,CONFIRMED,7.65880048,3.0427,668.2,0.017,2.19,858.0,128.18,57.6
2704,K00488.01,CONFIRMED,9.3789167,3.3427,563.5,0.671,2.03,803.0,98.22,42.6
2705,K00532.01,CONFIRMED,4.221626193,3.0619,658.0,0.847,2.87,1176.0,453.2,83.7
2706,K00533.01,CONFIRMED,16.54967098,4.3808,744.5,0.88,2.95,656.0,43.72,46.8
2707,K00085.02,CONFIRMED,2.154911236,3.1341,99.7,0.113,1.42,1740.0,2162.35,83.0
2708,K00533.02,CONFIRMED,3.52467888,2.484,129.7,0.976,1.46,1098.0,344.61,12.3
2709,K00534.01,CONFIRMED,6.400157105,2.0004,743.2,0.898,2.52,810.0,101.72,49.1
2710,K00583.01,CONFIRMED,2.437029217,3.2005,244.0,0.014,2.04,1513.0,1237.66,49.0
2711,K00584.01,CONFIRMED,9.9267215,3.8428,725.5,0.625,2.76,803.0,98.34,97.3
2712,K00584.02,CONFIRMED,21.22349325,4.9416,582.9,0.794,2.63,623.0,35.69,60.2
2713,K00584.03,CONFIRMED,6.47027706,3.343,116.9,0.732,1.15,926.0,173.79,18.3
2714,K00585.01,CONFIRMED,3.722158895,1.9941,757.4,0.644,2.33,1046.0,283.28,70.3
2715,K00431.02,CONFIRMED,46.9026431,3.9264,821.3,0.645,2.6,458.0,10.44,40.6
2716,K00432.01,CONFIRMED,5.263415218,2.1446,1030.7,0.853,3.77,1103.0,349.4,117.0
2717,K00433.01,CONFIRMED,4.030466786,2.7734,2908.3,0.033,4.48,970.0,209.11,227.4
2718,K01437.02,FALSE POSITIVE,9.27989,3.33,164.3,0.579,1.29,897.0,152.86,8.6
2719,K00433.02,CONFIRMED,328.240201,12.2726,13888.6,0.75,10.99,224.0,0.59,287.6
2720,K00434.01,FALSE POSITIVE,22.264806569,8.7941,19372.6,0.75,12.34,585.0,27.79,873.4
2721,K00489.01,FALSE POSITIVE,2.217038096,1.8575,543.7,0.754,3.23,1697.0,1956.29,49.5
2722,K00489.02,FALSE POSITIVE,8.874603,2.88,93.3,0.1897,1.24,1070.0,309.5,5.4
2723,K00490.01,CONFIRMED,4.393157678,2.4455,447.2,0.102,1.41,807.0,99.9,63.0
2724,K02583.02,FALSE POSITIVE,251.7512,4.314,114.3,0.943,1.25,272.0,1.29,7.5
2725,K00082.01,CONFIRMED,16.145671932,3.7236,941.1,0.75,2.48,546.0,20.98,242.7
2726,K00490.02,CONFIRMED,1071.232624,16.1784,19045.6,0.216,9.27,129.0,0.07,544.2
2727,K00534.02,CONFIRMED,2.735900074,1.9359,428.9,0.189,1.56,1075.0,315.95,44.5
2728,K00535.01,CONFIRMED,5.852968845,4.5973,1146.5,0.316,3.46,1056.0,293.93,152.4
2729,K00536.01,CONFIRMED,81.1701587,8.358,1183.2,0.875,4.71,436.0,8.55,51.0
2730,K03191.02,FALSE POSITIVE,371.17573,8.2,133.7,0.781,4.07,610.0,32.64,12.1
2731,K00537.01,CONFIRMED,2.820190603,2.554,467.5,0.614,2.53,1367.0,824.92,64.2
2732,K00538.01,CONFIRMED,21.21712312,5.89,636.0,0.89,2.97,706.0,58.63,56.2
2734,K00586.01,CONFIRMED,15.77980122,4.0369,541.4,0.025,2.11,713.0,60.96,39.4
2735,K00587.01,CONFIRMED,14.03490255,3.638,851.8,0.66,2.41,641.0,39.97,60.9
2736,K00588.01,CONFIRMED,10.35586478,2.8431,660.9,0.178,1.92,620.0,34.93,49.5
2737,K00094.01,CONFIRMED,22.342964828,6.66405,5612.8,0.031,9.99,785.0,89.61,1118.9
2738,K00590.01,CONFIRMED,11.38840217,3.6949,438.0,0.243,3.04,979.0,216.55,34.7
2739,K00435.01,CONFIRMED,20.5498184,5.5484,1564.3,0.649,4.04,657.0,44.11,123.1
2740,K01437.03,FALSE POSITIVE,17.4217322,4.718,208.4,0.415,1.42,727.0,65.92,9.3
2741,K00438.01,CONFIRMED,5.931196562,2.4999,1007.4,0.886,2.01,562.0,23.5,90.5
2742,K00072.01,CONFIRMED,0.837491225,1.796,190.4,0.022,1.43,1980.0,3630.32,189.5
2743,K00490.03,CONFIRMED,7.40611676,2.8826,417.9,0.077,1.37,678.0,49.89,49.6
2744,K00490.04,CONFIRMED,21.803708,3.369,246.4,0.568,1.11,473.0,11.82,18.5
2745,K00491.01,FALSE POSITIVE,4.66229074,3.73,345.4,1.197,24.12,1166.0,437.35,29.8
2746,K00492.01,CONFIRMED,29.9111886,6.6436,942.0,0.041,2.9,541.0,20.31,50.8
2747,K00493.01,FALSE POSITIVE,2.908453928,2.5363,427.5,1.195,19.44,1181.0,459.47,40.4
2748,K00494.01,CONFIRMED,25.69581456,4.0251,1130.8,0.68,1.7,314.0,2.3,45.1
2749,K00540.01,FALSE POSITIVE,25.70280003,3.1644,5623.8,1.27,33.1,562.0,23.68,67.9
2750,K00541.01,CONFIRMED,13.64617478,3.4098,633.0,0.115,2.06,678.0,49.89,43.4
2751,K00007.01,CONFIRMED,3.213668926,3.98235,727.8,0.021,4.13,1515.0,1244.44,346.9
2752,K00085.03,CONFIRMED,8.13121389,4.2386,111.8,0.622,1.58,1117.0,368.36,55.3
2753,K00542.01,CONFIRMED,41.8854433,6.763,687.4,0.917,3.28,540.0,20.05,47.0
2754,K00542.02,CONFIRMED,13.81733587,4.261,223.2,0.967,2.04,781.0,88.04,20.4
2755,K00597.03,CONFIRMED,52.8148051,7.309,553.7,0.002,3.33,562.0,23.57,27.4
2756,K00598.01,CONFIRMED,8.30783912,3.1516,777.5,0.019,2.15,751.0,75.09,66.4
2757,K00598.02,CONFIRMED,34.0963441,3.896,472.7,0.386,1.71,469.0,11.42,21.5
2758,K00599.01,CONFIRMED,6.45442931,2.6772,586.1,0.749,2.48,999.0,234.98,45.3
2759,K00600.01,CONFIRMED,3.595769013,3.1569,383.7,0.496,2.39,1296.0,666.88,45.9
2760,K00438.02,CONFIRMED,52.6615266,3.1592,1078.1,0.682,1.87,271.0,1.28,38.4
2761,K00439.01,CONFIRMED,1.902208647,2.19877,2343.5,0.116,4.45,1346.0,778.26,363.2
2762,K00440.01,CONFIRMED,15.90688891,3.9879,924.7,0.014,2.35,588.0,28.32,75.0
2763,K00440.02,CONFIRMED,4.973455252,1.6519,741.6,0.817,2.46,867.0,133.55,65.4
2764,K00441.01,FALSE POSITIVE,30.5528972,5.269,865.2,1.216,30.74,670.0,47.63,35.6
2765,K00495.01,FALSE POSITIVE,4.804469031,3.4587,744.4,0.979,3.35,953.0,194.68,67.3
2766,K00496.01,CONFIRMED,1.616883373,1.6325,437.3,0.856,4.47,1774.0,2342.49,43.9
2767,K00497.01,CONFIRMED,13.19322809,5.0036,585.7,0.005,2.94,862.0,130.35,50.9
2768,K00082.02,CONFIRMED,10.31174786,3.1818,275.9,0.747,1.34,634.0,38.13,81.7
2769,K00497.02,CONFIRMED,4.42535097,3.504,179.0,0.177,1.63,1240.0,559.22,22.1
2770,K00543.01,CONFIRMED,4.302139338,2.0289,747.2,0.652,2.46,937.0,182.7,65.5
2771,K00543.02,CONFIRMED,3.137845914,1.91,305.7,0.454,1.5,1041.0,277.64,30.8
2772,K00544.01,FALSE POSITIVE,3.74782314,5.133,423.4,1.202,25.59,1253.0,583.52,53.8
2773,K00545.01,FALSE POSITIVE,1.09173174,1.9719,186.9,0.334,1.07,1488.0,1153.1,32.2
2774,K00546.01,CONFIRMED,20.68420772,6.4415,858.5,0.488,3.28,729.0,66.83,59.6
2775,K00590.02,CONFIRMED,50.6985408,5.972,610.9,0.137,3.58,595.0,29.58,30.1
2776,K00591.01,FALSE POSITIVE,2.9926465,1.81,105.9,0.319,0.89,1170.0,443.12,16.1
2777,K00592.01,CONFIRMED,39.7529915,4.9641,549.3,0.046,2.37,568.0,24.54,40.9
2778,K00593.01,CONFIRMED,9.99760285,3.4423,638.7,0.851,2.82,860.0,129.18,39.0
2779,K00593.02,CONFIRMED,90.4117992,7.106,1265.0,0.849,3.96,413.0,6.86,35.4
2780,K00442.01,CONFIRMED,13.54057461,4.4673,461.0,0.18,2.17,779.0,87.1,53.3
2781,K00442.02,CONFIRMED,1.732346403,2.2139,182.4,0.184,1.37,1546.0,1345.92,41.2
2782,K00442.03,CONFIRMED,7.0257409,2.245,190.7,0.812,1.56,969.0,208.92,21.2
2783,K00443.01,CONFIRMED,16.21774917,4.9274,758.3,0.336,2.22,664.0,45.87,80.3
2784,K00444.01,CONFIRMED,11.72291212,4.2064,492.2,0.012,2.08,766.0,81.46,58.8
2785,K00498.01,FALSE POSITIVE,8.661374,2.972,160.1,0.6469,1.32,945.0,188.16,4.7
2786,K00499.01,CONFIRMED,9.66857386,2.4656,411.7,0.8,1.9,730.0,67.06,36.9
2787,K00500.01,CONFIRMED,7.053527145,2.3982,1480.1,0.172,2.16,547.0,21.17,92.3
2788,K00500.02,CONFIRMED,9.521644639,2.3569,1491.3,0.023,2.16,495.0,14.2,79.2
2789,K00500.03,CONFIRMED,3.072146607,1.8732,539.0,0.032,1.3,722.0,64.09,44.9
2790,K00500.04,CONFIRMED,4.645382149,2.0271,565.5,0.154,1.33,629.0,36.9,40.4
2791,K00546.02,CONFIRMED,9.82578495,5.2498,433.3,0.888,2.66,935.0,180.36,38.1
2792,K00547.01,CONFIRMED,25.30291816,4.4903,2105.7,0.04,3.95,535.0,19.39,117.7
2793,K00548.01,CONFIRMED,21.30020491,4.0852,659.8,0.075,2.99,725.0,65.37,58.1
2794,K00087.01,CONFIRMED,289.864067,7.565,529.1,0.856,2.34,257.0,1.03,57.4
2795,K00549.01,FALSE POSITIVE,10.29767658,6.649,655.5,1.194,39.14,1022.0,258.09,57.0
2796,K00593.03,CONFIRMED,51.0674355,4.374,597.5,0.482,2.44,499.0,14.69,18.7
2798,K00596.01,CONFIRMED,1.682695938,1.3867,703.8,0.025,1.23,750.0,74.7,75.4
2799,K00597.01,CONFIRMED,17.30795548,5.1126,633.0,0.0,3.56,815.0,104.37,46.4
2800,K00094.02,CONFIRMED,10.423677439,5.2257,777.3,0.005,3.72,1012.0,247.48,204.4
2801,K00597.02,CONFIRMED,2.09227115,2.4062,207.6,0.271,2.06,1648.0,1746.66,30.0
2802,K00072.02,CONFIRMED,45.29422297,6.83,477.1,0.025,2.26,524.0,17.75,134.8
2804,K00446.01,CONFIRMED,16.70920628,2.7052,839.8,0.855,2.27,500.0,14.73,40.4
2805,K00446.02,CONFIRMED,28.55158187,4.1502,807.8,0.623,1.97,418.0,7.21,36.0
2806,K00447.01,FALSE POSITIVE,4.045057186,2.9954,752.7,1.292,30.33,1126.0,381.17,62.2
2807,K00448.01,CONFIRMED,10.13958818,2.6446,1155.9,0.078,1.68,447.0,9.41,40.3
2808,K00448.02,CONFIRMED,43.5859419,4.6814,1708.7,0.011,2.05,275.0,1.35,38.9
2809,K00500.05,CONFIRMED,0.986785834,1.1879,450.0,0.026,1.19,1054.0,292.35,51.5
2810,K00502.01,FALSE POSITIVE,5.91037674,3.421,256.9,0.123,1.38,937.0,182.47,34.5
2811,K00082.03,CONFIRMED,27.4536146,3.747,136.4,0.765,0.95,457.0,10.34,27.5
2812,K00503.01,CONFIRMED,8.22241355,2.71,1468.6,0.246,2.28,558.0,22.86,67.0
2813,K00549.02,FALSE POSITIVE,0.635587392,4.7,147.7,1.151,28.58,2587.0,10637.41,40.9
2814,K00550.01,CONFIRMED,13.02363236,3.9734,607.0,0.032,2.3,743.0,71.85,50.5
2815,K00551.01,CONFIRMED,11.6370303,3.3372,604.3,0.066,2.9,857.0,127.46,36.4
2816,K00551.02,CONFIRMED,5.68798675,2.2682,476.4,0.663,2.76,1088.0,330.44,33.0
2817,K00552.01,FALSE POSITIVE,3.055171082,1.6798,8665.3,1.204,35.24,1358.0,804.33,143.2
2818,K00601.01,CONFIRMED,5.40426917,2.5315,860.6,0.229,2.85,1073.0,312.93,40.5
2819,K00601.02,CONFIRMED,11.67894236,1.2641,1185.1,0.94,4.17,830.0,112.07,23.1
2820,K00601.03,CONFIRMED,1.208462378,1.544,227.3,0.831,1.64,1767.0,2307.65,17.4
2821,K00929.02,CONFIRMED,2.85188338,2.666,114.9,0.578,1.23,1398.0,903.77,10.1
2822,K00602.01,CONFIRMED,12.91385906,5.3685,487.9,0.845,2.49,849.0,122.66,40.5
2823,K00094.03,CONFIRMED,54.31996151,8.5858,1975.0,0.497,6.07,584.0,27.4,291.3
2824,K00449.01,FALSE POSITIVE,252.0792347,3.9808,5582.6,1.283,41.07,318.0,2.42,104.1
2825,K00450.01,FALSE POSITIVE,27.04627886,2.666,900.8,0.962,3.54,636.0,38.62,48.8
2826,K00451.01,FALSE POSITIVE,3.723560726,3.435,540.0,0.954,3.46,1401.0,910.65,58.9
2827,K00452.01,CONFIRMED,3.705991661,5.1658,501.4,0.623,2.43,1281.0,637.42,100.3
2828,K00074.01,FALSE POSITIVE,5.188671659,5.0534,548.9,0.884,5.2,2118.0,4750.81,331.6
2829,K00453.01,FALSE POSITIVE,2.236100588,1.8643,27241.0,1.427,55.59,1255.0,586.38,43.0
2830,K00504.01,CONFIRMED,40.606895,5.756,657.5,0.494,2.67,521.0,17.4,36.3
2831,K00505.01,CONFIRMED,13.76710058,2.9105,684.8,0.806,2.24,595.0,29.55,41.6
2832,K00505.02,CONFIRMED,6.1954595,2.952,296.4,0.647,1.37,776.0,85.77,27.1
2833,K00505.03,CONFIRMED,3.25058201,2.2537,218.4,0.684,1.19,962.0,202.09,24.0
2834,K00505.04,CONFIRMED,8.34819209,2.835,288.9,0.799,1.45,702.0,57.48,22.1
2835,K00553.01,FALSE POSITIVE,2.399069173,3.2576,286.6,0.649,1.78,1354.0,792.76,37.8
2836,K03337.02,FALSE POSITIVE,91.172033,6.676,368.5,0.005,1.58,360.0,3.96,7.3
2837,K00555.01,CONFIRMED,3.701765401,2.6061,288.3,0.713,1.63,1050.0,286.23,35.9
2838,K00555.02,CONFIRMED,86.4943704,7.471,995.2,0.741,3.07,367.0,4.29,42.6
2839,K00088.01,FALSE POSITIVE,5.17968868,3.7256,121.8,1.203,18.91,972.0,211.06,48.4
2840,K00398.01,CONFIRMED,51.84688984,4.7769,9636.3,0.681,8.73,413.0,6.9,257.2
